locus_tag	ftype	length_bp	gene	EC_number	COG	product
EJKFKEDI_00310	CDS	1101				hypothetical protein
EJKFKEDI_00311	CDS	792	wbbL	2.4.1.-		Rhamnosyltransferase WbbL
EJKFKEDI_00312	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
EJKFKEDI_00313	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
EJKFKEDI_00314	CDS	978	wzzB		COG3765	Chain length determinant protein
EJKFKEDI_00315	CDS	612	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
EJKFKEDI_00316	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
EJKFKEDI_00317	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
EJKFKEDI_00318	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
EJKFKEDI_00319	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
EJKFKEDI_00320	CDS	1071	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
EJKFKEDI_00321	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
EJKFKEDI_00322	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
EJKFKEDI_00323	CDS	252	yefM		COG2161	Antitoxin YefM
EJKFKEDI_00324	CDS	255	yoeB	3.1.-.-	COG4115	Toxin YoeB
EJKFKEDI_00325	CDS	825	yeeZ		COG0451	Protein YeeZ
EJKFKEDI_00326	CDS	951	yhaJ_1			HTH-type transcriptional regulator YhaJ
EJKFKEDI_00327	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
EJKFKEDI_00328	CDS	459				IS200/IS605 family transposase IS200C
EJKFKEDI_00329	CDS	1428	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
EJKFKEDI_00330	CDS	1167	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
EJKFKEDI_00331	CDS	474	sbmC_1		COG3449	DNA gyrase inhibitor
EJKFKEDI_00332	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
EJKFKEDI_00333	CDS	330				hypothetical protein
EJKFKEDI_00334	CDS	195	yeeW			Protein YeeW
EJKFKEDI_00335	CDS	375	cbtA_1			Cytoskeleton-binding toxin CbtA
EJKFKEDI_00336	CDS	369	cbeA_1			Cytoskeleton bundling-enhancing antitoxin CbeA
EJKFKEDI_00337	CDS	645				hypothetical protein
EJKFKEDI_00338	CDS	222				hypothetical protein
EJKFKEDI_00339	CDS	477				hypothetical protein
EJKFKEDI_00340	CDS	474	klcA_1			Antirestriction protein KlcA
EJKFKEDI_00341	CDS	246				hypothetical protein
EJKFKEDI_00342	CDS	819				hypothetical protein
EJKFKEDI_00343	CDS	411				hypothetical protein
EJKFKEDI_00344	CDS	270				hypothetical protein
EJKFKEDI_00345	CDS	747				IS21 family transposase ISEc12
EJKFKEDI_00346	CDS	1542				IS21 family transposase ISPpu7
EJKFKEDI_00347	CDS	414				hypothetical protein
EJKFKEDI_00348	CDS	1071				hypothetical protein
EJKFKEDI_00349	CDS	906				hypothetical protein
EJKFKEDI_00350	CDS	276				hypothetical protein
EJKFKEDI_00351	CDS	1614				IS66 family transposase ISEc23
EJKFKEDI_00352	CDS	351				hypothetical protein
EJKFKEDI_00353	CDS	426				hypothetical protein
EJKFKEDI_00354	CDS	2160	der_1			GTPase Der
EJKFKEDI_00355	CDS	435				hypothetical protein
EJKFKEDI_00356	CDS	2166	fatA			Ferric-anguibactin receptor FatA
EJKFKEDI_00357	CDS	990	btuF_1			Vitamin B12-binding protein
EJKFKEDI_00358	CDS	1059	hmuU_1		COG0609	Hemin transport system permease protein HmuU
EJKFKEDI_00359	CDS	768	fepC_1		COG1120	Ferric enterobactin transport ATP-binding protein FepC
EJKFKEDI_00360	CDS	258				hypothetical protein
EJKFKEDI_00361	CDS	1146				hypothetical protein
EJKFKEDI_00362	CDS	93				hypothetical protein
EJKFKEDI_00363	CDS	1023				hypothetical protein
EJKFKEDI_00364	CDS	693				IS21 family transposase IS100kyp
EJKFKEDI_00365	CDS	603				hypothetical protein
EJKFKEDI_00366	CDS	207				hypothetical protein
EJKFKEDI_00367	CDS	1197				IS110 family transposase ISEc20
EJKFKEDI_00368	CDS	201				hypothetical protein
EJKFKEDI_00369	CDS	570				hypothetical protein
EJKFKEDI_00370	CDS	402				hypothetical protein
EJKFKEDI_00371	CDS	411				hypothetical protein
EJKFKEDI_00372	CDS	858				ISL3 family transposase ISEc38
EJKFKEDI_00373	CDS	1035	php_1		COG1735	Phosphotriesterase homology protein
EJKFKEDI_00374	CDS	966				hypothetical protein
EJKFKEDI_00375	CDS	759				hypothetical protein
EJKFKEDI_00376	CDS	1215	RBKS_1	2.7.1.15		Ribokinase
EJKFKEDI_00377	CDS	117				hypothetical protein
EJKFKEDI_00378	CDS	774				hypothetical protein
EJKFKEDI_00379	CDS	525	glmU_1	2.7.7.23		Bifunctional protein GlmU
EJKFKEDI_00380	CDS	1197	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EJKFKEDI_00381	CDS	654				hypothetical protein
EJKFKEDI_00382	CDS	1224				hypothetical protein
EJKFKEDI_00383	CDS	645	ybdM_1		COG1475	putative protein YbdM
EJKFKEDI_00384	CDS	129				hypothetical protein
EJKFKEDI_00385	CDS	2148	cirA_2		COG4771	Colicin I receptor
EJKFKEDI_00386	CDS	543	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
EJKFKEDI_00387	CDS	744	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
EJKFKEDI_00388	CDS	1080	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
EJKFKEDI_00389	CDS	936	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
EJKFKEDI_00390	tRNA	76				tRNA-Asn(gtt)
EJKFKEDI_00391	CDS	918	gltC			HTH-type transcriptional regulator GltC
EJKFKEDI_00392	CDS	951	cbl			HTH-type transcriptional regulator cbl
EJKFKEDI_00393	tRNA	76				tRNA-Asn(gtt)
EJKFKEDI_00394	CDS	1455	yeeO		COG0534	putative FMN/FAD exporter YeeO
EJKFKEDI_00395	tRNA	76				tRNA-Asn(gtt)
EJKFKEDI_00396	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
EJKFKEDI_00397	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
EJKFKEDI_00398	CDS	1317	abaF_1			Fosfomycin resistance protein AbaF
EJKFKEDI_00399	CDS	1053				hypothetical protein
EJKFKEDI_00400	CDS	477				hypothetical protein
EJKFKEDI_00401	CDS	1263				hypothetical protein
EJKFKEDI_00402	CDS	750				hypothetical protein
EJKFKEDI_00403	CDS	2022	fyuA		COG1629	Pesticin receptor
EJKFKEDI_00404	CDS	1578	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
EJKFKEDI_00405	CDS	804	srfAD	3.1.2.-	COG3208	Surfactin synthase thioesterase subunit
EJKFKEDI_00406	CDS	1101				hypothetical protein
EJKFKEDI_00407	CDS	9492	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
EJKFKEDI_00408	CDS	6108	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
EJKFKEDI_00409	CDS	960				hypothetical protein
EJKFKEDI_00410	CDS	1713	irtA	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
EJKFKEDI_00411	CDS	1803		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
EJKFKEDI_00412	CDS	1281	ampG_1		COG0477	Anhydromuropeptide permease
EJKFKEDI_00413	CDS	1305	mbtI	5.4.99.5	COG0147	Salicylate synthase
EJKFKEDI_00414	CDS	1263	intA_1		COG0582	Prophage integrase IntA
EJKFKEDI_00415	tRNA	76				tRNA-Asn(gtt)
EJKFKEDI_00416	CDS	798	mtfA		COG3228	Protein MtfA
EJKFKEDI_00417	tRNA	90				tRNA-Ser(cga)
EJKFKEDI_00418	CDS	1026	xerC_1			Tyrosine recombinase XerC
EJKFKEDI_00419	CDS	204				hypothetical protein
EJKFKEDI_00420	CDS	2472				hypothetical protein
EJKFKEDI_00421	CDS	192				hypothetical protein
EJKFKEDI_00422	CDS	189				hypothetical protein
EJKFKEDI_00423	CDS	219				hypothetical protein
EJKFKEDI_00424	CDS	129	ydfB_1			putative protein YdfB
EJKFKEDI_00425	CDS	237				hypothetical protein
EJKFKEDI_00426	CDS	420				hypothetical protein
EJKFKEDI_00427	CDS	282				hypothetical protein
EJKFKEDI_00428	CDS	426				hypothetical protein
EJKFKEDI_00429	CDS	963				hypothetical protein
EJKFKEDI_00430	CDS	423				hypothetical protein
EJKFKEDI_00431	CDS	357				hypothetical protein
EJKFKEDI_00432	CDS	183				hypothetical protein
EJKFKEDI_00433	CDS	177				hypothetical protein
EJKFKEDI_00434	CDS	180				hypothetical protein
EJKFKEDI_00435	CDS	156	hokC_1			Toxic protein HokC
EJKFKEDI_00436	CDS	1059				hypothetical protein
EJKFKEDI_00437	CDS	363	rusA_1	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
EJKFKEDI_00438	CDS	822				hypothetical protein
EJKFKEDI_00439	tRNA	76				tRNA-Met(cat)
EJKFKEDI_00440	tRNA	75				tRNA-Arg(tct)
EJKFKEDI_00441	CDS	336	iraM_1			Anti-adapter protein IraM
EJKFKEDI_00442	CDS	189				hypothetical protein
EJKFKEDI_00443	CDS	216				hypothetical protein
EJKFKEDI_00444	CDS	351				hypothetical protein
EJKFKEDI_00445	CDS	534	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
EJKFKEDI_00446	CDS	462				hypothetical protein
EJKFKEDI_00447	CDS	294				hypothetical protein
EJKFKEDI_00448	CDS	351				hypothetical protein
EJKFKEDI_00449	CDS	483				hypothetical protein
EJKFKEDI_00450	CDS	1758				hypothetical protein
EJKFKEDI_00451	CDS	162				hypothetical protein
EJKFKEDI_00452	CDS	1227				hypothetical protein
EJKFKEDI_00453	CDS	600				hypothetical protein
EJKFKEDI_00454	CDS	1218				hypothetical protein
EJKFKEDI_00455	CDS	318				hypothetical protein
EJKFKEDI_00456	CDS	339				hypothetical protein
EJKFKEDI_00457	CDS	447				hypothetical protein
EJKFKEDI_00458	CDS	345				hypothetical protein
EJKFKEDI_00459	CDS	705				hypothetical protein
EJKFKEDI_00460	CDS	372				hypothetical protein
EJKFKEDI_00461	CDS	279				hypothetical protein
EJKFKEDI_00462	CDS	3228				hypothetical protein
EJKFKEDI_00463	CDS	342				hypothetical protein
EJKFKEDI_00464	CDS	699				hypothetical protein
EJKFKEDI_00465	CDS	744				hypothetical protein
EJKFKEDI_00466	CDS	549				hypothetical protein
EJKFKEDI_00467	CDS	3396				hypothetical protein
EJKFKEDI_00468	CDS	600	ompX_1		COG3637	Outer membrane protein X
EJKFKEDI_00469	CDS	459				IS200/IS605 family transposase IS200C
EJKFKEDI_00470	CDS	1887				hypothetical protein
EJKFKEDI_00471	CDS	519				hypothetical protein
EJKFKEDI_00472	CDS	282				hypothetical protein
EJKFKEDI_00473	CDS	705				hypothetical protein
EJKFKEDI_00474	CDS	288				hypothetical protein
EJKFKEDI_00475	CDS	651	zinT		COG3443	Metal-binding protein ZinT
EJKFKEDI_00476	CDS	174				hypothetical protein
EJKFKEDI_00477	CDS	603				IS3 family transposase IS1397
EJKFKEDI_00478	CDS	636	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
EJKFKEDI_00479	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
EJKFKEDI_00480	CDS	414	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
EJKFKEDI_00481	CDS	783	hprR		COG0745	Transcriptional regulatory protein HprR
EJKFKEDI_00482	CDS	1359	hprS	2.7.13.3	COG0642	Sensor histidine kinase HprS
EJKFKEDI_00483	CDS	852	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
EJKFKEDI_00484	CDS	1116	yedS		COG3203	Outer membrane protein YedS
EJKFKEDI_00485	CDS	111				hypothetical protein
EJKFKEDI_00486	CDS	696	yedJ		COG1418	putative protein YedJ
EJKFKEDI_00487	CDS	1419	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
EJKFKEDI_00488	CDS	471	vsr	3.1.-.-	COG3727	Very short patch repair protein
EJKFKEDI_00489	CDS	921	yedA			putative inner membrane transporter YedA
EJKFKEDI_00490	CDS	918	yedI		COG2354	Inner membrane protein YedI
EJKFKEDI_00491	CDS	183				hypothetical protein
EJKFKEDI_00492	CDS	1695	dgcQ	2.7.7.65		putative diguanylate cyclase DgcQ
EJKFKEDI_00493	CDS	816	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
EJKFKEDI_00494	CDS	228				hypothetical protein
EJKFKEDI_00495	CDS	189	dsrB			Protein DsrB
EJKFKEDI_00496	CDS	624	rcsA		COG2771	Transcriptional regulatory protein RcsA
EJKFKEDI_00497	CDS	786	fliR_1		COG1684	Flagellar biosynthetic protein FliR
EJKFKEDI_00498	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
EJKFKEDI_00499	CDS	738	fliP_1		COG1338	Flagellar biosynthetic protein FliP
EJKFKEDI_00500	CDS	366	fliO		COG3190	Flagellar protein FliO
EJKFKEDI_00501	CDS	414	fliN		COG1886	Flagellar motor switch protein FliN
EJKFKEDI_00502	CDS	1005	fliM		COG1868	Flagellar motor switch protein FliM
EJKFKEDI_00503	CDS	465				hypothetical protein
EJKFKEDI_00504	CDS	1128	fliK		COG3144	Flagellar hook-length control protein
EJKFKEDI_00505	CDS	444	fliJ		COG2882	Flagellar FliJ protein
EJKFKEDI_00506	CDS	1374	fliI_1	7.1.2.2	COG1157	Flagellum-specific ATP synthase
EJKFKEDI_00507	CDS	687	fliH		COG1317	Flagellar assembly protein FliH
EJKFKEDI_00508	CDS	996	fliG_1		COG1536	Flagellar motor switch protein FliG
EJKFKEDI_00509	CDS	1659	fliF_1		COG1766	Flagellar M-ring protein
EJKFKEDI_00510	CDS	315	fliE_1		COG1677	Flagellar hook-basal body complex protein FliE
EJKFKEDI_00511	CDS	333	emrE_1		COG2076	Multidrug transporter EmrE
EJKFKEDI_00512	CDS	552				hypothetical protein
EJKFKEDI_00513	CDS	798	rhaS_1			HTH-type transcriptional activator RhaS
EJKFKEDI_00514	CDS	549				hypothetical protein
EJKFKEDI_00515	CDS	270				hypothetical protein
EJKFKEDI_00516	CDS	498	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
EJKFKEDI_00517	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
EJKFKEDI_00518	CDS	1206				hypothetical protein
EJKFKEDI_00519	CDS	414				hypothetical protein
EJKFKEDI_00520	CDS	1488	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
EJKFKEDI_00521	CDS	366	fliT			Flagellar protein FliT
EJKFKEDI_00522	CDS	411	fliS_1		COG1516	Flagellar secretion chaperone FliS
EJKFKEDI_00523	CDS	1416	fliD_1		COG1345	Flagellar hook-associated protein 2
EJKFKEDI_00524	CDS	1050	fliC2		COG1344	Flagellin 2
EJKFKEDI_00525	CDS	720	fliA		COG1191	RNA polymerase sigma factor FliA
EJKFKEDI_00526	CDS	552	fliZ			Regulator of sigma S factor FliZ
EJKFKEDI_00527	CDS	858	fliY		COG0834	L-cystine-binding protein FliY
EJKFKEDI_00528	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
EJKFKEDI_00529	CDS	669	yecS		COG0765	L-cystine transport system permease protein YecS
EJKFKEDI_00530	CDS	753	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
EJKFKEDI_00531	CDS	723	sdiA		COG2771	Regulatory protein SdiA
EJKFKEDI_00532	CDS	225				hypothetical protein
EJKFKEDI_00533	CDS	657	uvrY		COG2197	Response regulator UvrY
EJKFKEDI_00534	CDS	1833	uvrC		COG0322	UvrABC system protein C
EJKFKEDI_00535	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
EJKFKEDI_00536	tRNA	76				tRNA-Gly(gcc)
EJKFKEDI_00537	tRNA	74				tRNA-Cys(gca)
EJKFKEDI_00538	tRNA	87				tRNA-Leu(taa)
EJKFKEDI_00539	CDS	1017				hypothetical protein
EJKFKEDI_00540	CDS	264				hypothetical protein
EJKFKEDI_00541	CDS	183				hypothetical protein
EJKFKEDI_00542	CDS	570				hypothetical protein
EJKFKEDI_00543	CDS	2217				hypothetical protein
EJKFKEDI_00544	CDS	321				hypothetical protein
EJKFKEDI_00545	CDS	414				hypothetical protein
EJKFKEDI_00546	CDS	231				hypothetical protein
EJKFKEDI_00547	CDS	477				hypothetical protein
EJKFKEDI_00548	CDS	225				hypothetical protein
EJKFKEDI_00549	CDS	756				hypothetical protein
EJKFKEDI_00550	CDS	1416	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
EJKFKEDI_00551	CDS	411				hypothetical protein
EJKFKEDI_00552	CDS	237				hypothetical protein
EJKFKEDI_00553	CDS	312				hypothetical protein
EJKFKEDI_00554	CDS	225				hypothetical protein
EJKFKEDI_00555	CDS	117				hypothetical protein
EJKFKEDI_00556	CDS	222				hypothetical protein
EJKFKEDI_00557	CDS	789				hypothetical protein
EJKFKEDI_00558	CDS	924				hypothetical protein
EJKFKEDI_00559	CDS	699				hypothetical protein
EJKFKEDI_00560	CDS	606				hypothetical protein
EJKFKEDI_00561	CDS	489				hypothetical protein
EJKFKEDI_00562	CDS	234				hypothetical protein
EJKFKEDI_00563	CDS	642				hypothetical protein
EJKFKEDI_00564	CDS	180				hypothetical protein
EJKFKEDI_00565	CDS	597				hypothetical protein
EJKFKEDI_00566	CDS	294	ybcO_1	3.1.-.-		Putative nuclease YbcO
EJKFKEDI_00567	CDS	672				hypothetical protein
EJKFKEDI_00568	CDS	384				hypothetical protein
EJKFKEDI_00569	CDS	273				hypothetical protein
EJKFKEDI_00570	CDS	480				hypothetical protein
EJKFKEDI_00571	CDS	246				hypothetical protein
EJKFKEDI_00572	CDS	567				hypothetical protein
EJKFKEDI_00573	CDS	1881				hypothetical protein
EJKFKEDI_00574	CDS	234				hypothetical protein
EJKFKEDI_00575	CDS	1575				hypothetical protein
EJKFKEDI_00576	CDS	1308				hypothetical protein
EJKFKEDI_00577	CDS	330				hypothetical protein
EJKFKEDI_00578	CDS	1035				hypothetical protein
EJKFKEDI_00579	CDS	420				hypothetical protein
EJKFKEDI_00580	CDS	381				hypothetical protein
EJKFKEDI_00581	CDS	681				hypothetical protein
EJKFKEDI_00582	CDS	537				hypothetical protein
EJKFKEDI_00583	CDS	903				hypothetical protein
EJKFKEDI_00584	CDS	390				hypothetical protein
EJKFKEDI_00585	CDS	921				hypothetical protein
EJKFKEDI_00586	CDS	627				hypothetical protein
EJKFKEDI_00587	CDS	1185				hypothetical protein
EJKFKEDI_00588	CDS	390				hypothetical protein
EJKFKEDI_00589	CDS	1503				hypothetical protein
EJKFKEDI_00590	CDS	513				hypothetical protein
EJKFKEDI_00591	CDS	282				hypothetical protein
EJKFKEDI_00592	CDS	1641				hypothetical protein
EJKFKEDI_00593	CDS	390				hypothetical protein
EJKFKEDI_00594	CDS	774				hypothetical protein
EJKFKEDI_00595	CDS	165				hypothetical protein
EJKFKEDI_00596	CDS	420				hypothetical protein
EJKFKEDI_00597	CDS	666				hypothetical protein
EJKFKEDI_00598	CDS	1212	tyrP		COG0814	Tyrosine-specific transport protein
EJKFKEDI_00599	CDS	240				hypothetical protein
EJKFKEDI_00600	CDS	498	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
EJKFKEDI_00601	CDS	324				hypothetical protein
EJKFKEDI_00602	CDS	252				hypothetical protein
EJKFKEDI_00603	CDS	504	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
EJKFKEDI_00604	CDS	990	araF		COG1879	L-arabinose-binding periplasmic protein
EJKFKEDI_00605	CDS	1515	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
EJKFKEDI_00606	CDS	987	araH		COG1172	L-arabinose transport system permease protein AraH
EJKFKEDI_00607	CDS	801	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
EJKFKEDI_00608	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
EJKFKEDI_00609	CDS	429	uspC		COG0589	Universal stress protein C
EJKFKEDI_00610	CDS	351	flhD			Flagellar transcriptional regulator FlhD
EJKFKEDI_00611	CDS	579	flhC			Flagellar transcriptional regulator FlhC
EJKFKEDI_00612	CDS	888	motA		COG1291	Motility protein A
EJKFKEDI_00613	CDS	927	motB		COG1360	Motility protein B
EJKFKEDI_00614	CDS	1965	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
EJKFKEDI_00615	CDS	504	cheW		COG0835	Chemotaxis protein CheW
EJKFKEDI_00616	CDS	1662	tar		COG0840	Methyl-accepting chemotaxis protein II
EJKFKEDI_00617	CDS	120	tap_1		COG0840	Methyl-accepting chemotaxis protein IV
EJKFKEDI_00618	CDS	861	cheR	2.1.1.80		Chemotaxis protein methyltransferase
EJKFKEDI_00619	CDS	1050	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
EJKFKEDI_00620	CDS	390	cheY		COG0784	Chemotaxis protein CheY
EJKFKEDI_00621	CDS	645	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
EJKFKEDI_00622	CDS	1149	flhB_1		COG1377	Flagellar biosynthetic protein FlhB
EJKFKEDI_00623	CDS	2079	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
EJKFKEDI_00624	CDS	393	flhE			Flagellar protein FlhE
EJKFKEDI_00625	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
EJKFKEDI_00626	CDS	567	yecM		COG3102	Protein YecM
EJKFKEDI_00627	CDS	747	cutC_1		COG3142	Copper homeostasis protein CutC
EJKFKEDI_00628	CDS	1101	torY		COG3005	Cytochrome c-type protein TorY
EJKFKEDI_00629	CDS	2430	torZ	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 2
EJKFKEDI_00630	CDS	972	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
EJKFKEDI_00631	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
EJKFKEDI_00632	CDS	396	yecN		COG3788	Inner membrane protein YecN
EJKFKEDI_00633	CDS	819				hypothetical protein
EJKFKEDI_00634	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
EJKFKEDI_00635	CDS	1773	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
EJKFKEDI_00636	CDS	444	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
EJKFKEDI_00637	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
EJKFKEDI_00638	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
EJKFKEDI_00639	CDS	603				hypothetical protein
EJKFKEDI_00640	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
EJKFKEDI_00641	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
EJKFKEDI_00642	CDS	174				hypothetical protein
EJKFKEDI_00643	CDS	603				IS3 family transposase IS1397
EJKFKEDI_00644	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
EJKFKEDI_00645	CDS	756	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
EJKFKEDI_00646	CDS	987	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
EJKFKEDI_00647	CDS	1323	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
EJKFKEDI_00648	CDS	972	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
EJKFKEDI_00649	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
EJKFKEDI_00650	CDS	870	hexR		COG1737	HTH-type transcriptional regulator HexR
EJKFKEDI_00651	CDS	150				hypothetical protein
EJKFKEDI_00652	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
EJKFKEDI_00653	CDS	459				IS200/IS605 family transposase IS200C
EJKFKEDI_00654	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
EJKFKEDI_00655	CDS	642	eda		COG0800	KHG/KDPG aldolase
EJKFKEDI_00656	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
EJKFKEDI_00657	CDS	291				hypothetical protein
EJKFKEDI_00658	CDS	357	yebF			Protein YebF
EJKFKEDI_00659	CDS	660	yebE		COG2979	Inner membrane protein YebE
EJKFKEDI_00660	CDS	2061	ptrB	3.4.21.83	COG1770	Protease 2
EJKFKEDI_00661	CDS	663	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
EJKFKEDI_00662	CDS	657				hypothetical protein
EJKFKEDI_00663	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
EJKFKEDI_00664	CDS	375	yobA		COG2372	Protein YobA
EJKFKEDI_00665	CDS	873	yebZ		COG1276	Inner membrane protein YebZ
EJKFKEDI_00666	CDS	342				hypothetical protein
EJKFKEDI_00667	CDS	657	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
EJKFKEDI_00668	CDS	276				hypothetical protein
EJKFKEDI_00669	CDS	237	yebV			putative protein YebV
EJKFKEDI_00670	CDS	1446	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
EJKFKEDI_00671	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
EJKFKEDI_00672	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
EJKFKEDI_00673	CDS	552	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
EJKFKEDI_00674	CDS	699	proQ		COG3109	RNA chaperone ProQ
EJKFKEDI_00675	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
EJKFKEDI_00676	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
EJKFKEDI_00677	CDS	1374	ribZ			Riboflavin transporter RibZ
EJKFKEDI_00678	CDS	792	kdgR_1		COG1414	Transcriptional regulator KdgR
EJKFKEDI_00679	CDS	240				hypothetical protein
EJKFKEDI_00680	CDS	288				hypothetical protein
EJKFKEDI_00681	CDS	210	cspC			Cold shock-like protein CspC
EJKFKEDI_00682	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
EJKFKEDI_00683	CDS	210	mntP_1		COG1971	putative manganese efflux pump MntP
EJKFKEDI_00684	CDS	426				hypothetical protein
EJKFKEDI_00685	CDS	351				hypothetical protein
EJKFKEDI_00686	CDS	1614				IS66 family transposase ISEc23
